Label,P1:string,P2:string,P3:url,P4:string,P5:time,P6:time,P7:string,P8:string,P9:string,P10:string,P11:string
Richard Rorty,Richard Rorty,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20McKay%20Rorty.png,Nueva York,+1931-10-04T00:00:00Z,+2007-04-08T00:00:00Z,,,,"Beca Guggenheim, Beca MacArthur",8801
Richard Rowlands,Richard Rowlands,Reino de Inglaterra,http://commons.wikimedia.org/wiki/Special:FilePath/Theatre%20des%20cruautez%20des%20Hereticques%20de%20nostre%20temps.jpg,Londres,+1550-01-01T00:00:00Z,+1640-01-01T00:00:00Z,,,,,23256
Richard Steele,Richard Steele,Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Richard%20Steele%20by%20Jonathan%20Richardson.jpg,Dublín,+1672-03-12T00:00:00Z,+1729-09-01T00:00:00Z,,,,,63702
Roald Dahl,Roald Dahl,Gales,http://commons.wikimedia.org/wiki/Special:FilePath/Roald%20Dahl.jpg,Llandaff,+1916-09-13T00:00:00Z,+1990-11-23T00:00:00Z,"Literatura infantil, Fantasía, Literatura de terror, misticismo",,"Danny el campeón del mundo","Premio Edgar, Estilete de Plata, Premio Mundial de Fantasía a su carrera",43480
Robert Altman,Robert Altman,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Altman%20-%201983.jpg,Kansas City,+1925-02-20T00:00:00Z,+2006-11-20T00:00:00Z,,,,"Anexo:National Board of Review por Mejor Película",14646
Robert Browning,Robert Browning,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Browning%20-%20Project%20Gutenberg%20eText%2013103.jpg,Londres,+1812-01-01T00:00:00Z,+1889-12-12T00:00:00Z,,,,,5768
Robert Frost,Robert Frost,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Frost%20NYWTS.jpg,San Francisco,+1874-03-24T00:00:00Z,+1963-01-29T00:00:00Z,,,,"Premio Bollingen, Medalla de Oro del Congreso de los Estados Unidos, Medalla Robert Frost, Poeta laureado en la Biblioteca del Congreso, Premio Pulitzer de Poesía",852
Robert Graves,Robert Graves,Imperio británico,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Graves%2C%20Morrell.jpg,Wimbledon,+1895-07-24T00:00:00Z,+1985-12-07T00:00:00Z,"Novela",,"Yo, Claudio","Premio James Tait Black, Medalla de oro de la Reina a la poesía",1538
Robert Louis Stevenson,Robert Louis Stevenson,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Louis%20Stevenson%20by%20Henry%20Walter%20Barnett.jpg,Edimburgo,+1850-11-13T00:00:00Z,+1894-12-03T00:00:00Z,"Novela de aventuras, Literatura gótica",,"La isla del tesoro, El extraño caso del doctor Jekyll y el señor Hyde, El príncipe Otón, Secuestrado, A Child's Garden of Verses",,6738
Roberto Arlt,Roberto Arlt,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/RobertoArlt.jpg,Buenos Aires,+1900-04-26T00:00:00Z,+1942-07-26T00:00:00Z,"Teatro",,,,4389
Roberto Bolaño,Roberto Bolaño,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Roberto%20bola%C3%B1o.jpg,Santiago,+1953-04-28T00:00:00Z,+2003-07-14T00:00:00Z,"Poesía, Prosa",,"2666, Los detectives salvajes","Premio Rómulo Gallegos, Premio Herralde",14477
Roberto Payró,Roberto Payró,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/RobertoPayro.jpg,Mercedes,+1867-04-19T00:00:00Z,+1928-04-05T00:00:00Z,,,,,47
Roberto Robert y Casacuberta,Roberto Robert y Casacuberta,España,http://commons.wikimedia.org/wiki/Special:FilePath/Roberto%20Robert%2C%20de%20Arturo%20Carretero.jpg,Barcelona,+1827-09-12T00:00:00Z,+1873-01-01T00:00:00Z,,,,,1312
Roberto guevara sosa,Roberto guevara sosa,Honduras,http://commons.wikimedia.org/wiki/Special:FilePath/07-06-07%20federico%202.jpg,Yoro,+1930-04-18T00:00:00Z,+2011-05-23T00:00:00Z,,,,"Premio Casa de las Américas, Premio Adonáis de Poesía, caballero de las Artes y las Letras",74391
Rodolfo Walsh,Rodolfo Walsh,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Rodolfo%20walsh%20argentina%20curvas.svg,Lamarque (Río Negro),+1927-01-09T00:00:00Z,+1977-03-25T00:00:00Z,,,,,92954
Rodrigo Méndez Silva,Rodrigo Méndez Silva,España,http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20de%20Villafranca-retrato%20de%20Rodrigo%20M%C3%A9ndez%20Silva.jpg,Distrito de Guarda,+1606-01-01T00:00:00Z,+1670-01-01T00:00:00Z,,,,,61344
Rodrigo Soriano,Rodrigo Soriano,España,http://commons.wikimedia.org/wiki/Special:FilePath/Rodrigo%20Soriano%2C%20de%20Compa%C3%B1y.jpg,San Sebastián,+1868-01-01T00:00:00Z,+1944-01-01T00:00:00Z,,,,,9314
Roger Caillois,Roger Caillois,Francia,http://commons.wikimedia.org/wiki/Special:FilePath/UNESCO%20History%2C%20Roger%20Caillois%20-%20UNESCO%20-%20PHOTO0000002654%200001%20%28cropped%29.tiff,Reims,+1913-03-03T00:00:00Z,+1978-12-21T00:00:00Z,,,,"Premio Europeo de Ensayo Charles Veillon, Oficial de la Legión de Honor",37303
Roman Jakobson,Roman Jakobson,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Roman%20Yakobson.jpg,Moscú,+1896-09-28T00:00:00Z,+1982-07-18T00:00:00Z,,,,"Legión de Honor, Premio Feltrinelli, Premio Hegel, Beca Guggenheim",11864
Roque Esteban Scarpa,Roque Esteban Scarpa,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/1985%20Roque%20Esteban%20Scarpa%20%2830336969153%29%20%28cropped%29.jpg,Punta Arenas,+1914-03-26T00:00:00Z,+1995-01-11T00:00:00Z,,,,"Premio Nacional de Literatura, Premio Atenea, Gran Cruz de la Orden Civil de Alfonso X el Sabio",5249
Rosa Chacel,Rosa Chacel,España,http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20Chacel.jpg,Valladolid,+1898-06-03T00:00:00Z,+1994-07-27T00:00:00Z,"Poesía, Novela","Las Sinsombrero",,"Premio Nacional de las Letras Españolas, Premio de la Crítica Española, Medalla de Oro al Mérito en las Bellas Artes, Premio Castilla y León de las Letras, doctor honoris causa por la Universidad de Valladolid",3407
Rosalía de Castro,Rosalía de Castro,España,http://commons.wikimedia.org/wiki/Special:FilePath/Rosal%C3%ADa%20Castro%20de%20Murgu%C3%ADa%20por%20Luis%20Sellier.jpg,Santiago de Compostela,+1837-02-24T00:00:00Z,+1885-07-15T00:00:00Z,"Poesía, Novela, Cuento","Romanticismo, Rexurdimento","Follas novas, Cantares gallegos, La hija del mar, El Caballero de las Botas Azules, En las orillas del Sar, La flor, Contos da miña terra, Lieders","Día de las Letras Gallegas",9
Rosario Castellanos,Rosario Castellanos,México,http://commons.wikimedia.org/wiki/Special:FilePath/RosarioCastellanostombDoloresDF.JPG,Ciudad de México,+1925-05-25T00:00:00Z,+1974-08-07T00:00:00Z,,,,"Premio Xavier Villaurrutia",42054
Rosario de Acuña,Rosario de Acuña,España,http://commons.wikimedia.org/wiki/Special:FilePath/Rosario%20de%20Acu%C3%B1a%20Villanueva%20de%20la%20Iglesia3.jpg,Madrid,+1850-11-01T00:00:00Z,+1923-05-05T00:00:00Z,,"Librepensador",,,240
Roscoe Pound,Roscoe Pound,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Roscoe%20Pound%20ca%201916.jpg,Lincoln,+1870-01-01T00:00:00Z,+1964-01-01T00:00:00Z,,,,,8453
Rose Terry Cooke,Rose Terry Cooke,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Rose%20Terry%20Cooke%20from%20American%20Women%2C%201897.jpg,Hartford,+1827-02-17T00:00:00Z,+1892-07-18T00:00:00Z,,,,,2011
Rossend Arús,Rossend Arús,España,http://commons.wikimedia.org/wiki/Special:FilePath/RossendArus-2062.JPG,Barcelona,+1845-01-01T00:00:00Z,+1891-01-01T00:00:00Z,,,,,41410
Rubén Darío,Rubén Darío,Nicaragua,http://commons.wikimedia.org/wiki/Special:FilePath/Rub%C3%A9n%20Dar%C3%ADo.jpg,Ciudad Darío,+1867-01-18T00:00:00Z,+1916-02-06T00:00:00Z,,,,,69
Rudyard Kipling,Rudyard Kipling,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/Kipling%20nd.jpg,Bombay,+1865-12-30T00:00:00Z,+1936-01-18T00:00:00Z,,,"El libro de la selva, Kim, The Second Jungle Book, Si...","Premio Nobel de Literatura, miembro de la Real Sociedad de Literatura",428
Ruy González de Clavijo,Ruy González de Clavijo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ruy%20Gonzalez%20de%20Clavijo.JPG,Madrid,+1400-01-01T00:00:00Z,+1412-04-02T00:00:00Z,,,"Embajada a Tamorlán",,69181
Rómulo Cúneo Vidal,Rómulo Cúneo Vidal,Perú,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%BAneo%20Vidal.jpg,Arica,+1856-06-24T00:00:00Z,+1931-04-08T00:00:00Z,,,,,9923
Rómulo Gallegos,Rómulo Gallegos,Venezuela,http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%B3mulo%20Gallegos.jpg,Caracas,+1884-08-02T00:00:00Z,+1969-04-05T00:00:00Z,"Novela",,,"Premio Nacional de Literatura de Venezuela, doctorado honoris causa por la Universidad Nacional Autónoma de México",4242
Sacheverell Sitwell,Sacheverell Sitwell,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/Sacheverell%20Sitwell%20in%201927.png,Scarborough,+1897-11-15T00:00:00Z,+1988-01-01T00:00:00Z,,,,,43969
Salustiano Olózaga,Salustiano Olózaga,España,http://commons.wikimedia.org/wiki/Special:FilePath/Salustiano%20Ol%C3%B3zaga.jpg,Oyón,+1805-06-08T00:00:00Z,+1873-09-26T00:00:00Z,,,,"Caballero de la Orden del Toisón de Oro, Gran Cruz de la Orden de Carlos III",56544
Salvador Bermúdez de Castro y Díez,Salvador Bermúdez de Castro y Díez,España,http://commons.wikimedia.org/wiki/Special:FilePath/Salvador%20Bermudez%20JL%20Jimenez.jpg,Jerez de la Frontera,+1817-08-06T00:00:00Z,+1883-03-23T00:00:00Z,,"Romanticismo",,"Gran Oficial de la Orden El Sol del Perú",563
Salvador Dalí,Salvador Dalí,España,http://commons.wikimedia.org/wiki/Special:FilePath/Salvador%20Dali%20NYWTS.jpg,Figueres,+1904-05-11T00:00:00Z,+1989-01-23T00:00:00Z,,"Surrealismo","La persistencia, Cristo de San Juan de la Cruz, La Última Cena, Construcción blanda con judías hervidas, El gran masturbador","Legión de Honor, Medalla de Oro de la Generalitat de Catalunya, Medalla de Oro al Mérito en las Bellas Artes, Gran Cruz de la Orden de Isabel la Católica, Gran Cruz de la Orden de Carlos III",5214
Salvador Díaz Mirón,Salvador Díaz Mirón,México,http://commons.wikimedia.org/wiki/Special:FilePath/SalvadoDiazMirontombDoloresDF.JPG,Veracruz,+1853-12-14T00:00:00Z,+1928-06-12T00:00:00Z,"Poesía",,,,10171
Salvador Espriu,Salvador Espriu,España,http://commons.wikimedia.org/wiki/Special:FilePath/Salvador%20Espriu%20i%20Castell%C3%B3%20%281980%29.jpg,Santa Coloma de Farnés,+1913-07-10T00:00:00Z,+1985-02-22T00:00:00Z,"Poeta, Dramaturgo",,"Cementiri de Sinera, La pell de brau","Medalla de Oro de la Generalitat de Catalunya, Premio Lletra d'Or, Premio Crítica Serra d'Or de Literatura y Ensayo, Premio de Honor de las Letras Catalanas, doctor honoris causa por la Universidad de Barcelona",4449
Salvador González Anaya,Salvador González Anaya,España,http://commons.wikimedia.org/wiki/Special:FilePath/Salvador%20Gonz%C3%A1lez%20Anaya.png,Málaga,+1879-08-20T00:00:00Z,+1955-01-30T00:00:00Z,"Poesía, Novela",,,,35140
Salvador María Granés,Salvador María Granés,España,http://commons.wikimedia.org/wiki/Special:FilePath/1894-Salvador-Maria-Granes.jpg,Madrid,+1840-01-01T00:00:00Z,+1911-01-01T00:00:00Z,"Dramaturgia",,,,4962
Salvador Rueda,Salvador Rueda,España,http://commons.wikimedia.org/wiki/Special:FilePath/Salvador%20Rueda.png,Benaque,+1857-12-03T00:00:00Z,+1933-04-01T00:00:00Z,"Poesía",,,,2655
Salvador Salazar Arrué,Salvador Salazar Arrué,Canadá,http://commons.wikimedia.org/wiki/Special:FilePath/Salarrue%20joven.jpg,Sonsonate,+1899-10-22T00:00:00Z,+1975-11-27T00:00:00Z,,,,,74291
Salvador de Madariaga,Salvador de Madariaga,España,http://commons.wikimedia.org/wiki/Special:FilePath/Salvador%20de%20Madariaga.JPG,La Coruña,+1886-07-23T00:00:00Z,+1978-12-14T00:00:00Z,"Poesía",,,"Premio Carlomagno, Gran Cruz de la Orden Civil de Alfonso X el Sabio, premio Mariano de Cavia",9039
Salvatore Quasimodo,Salvatore Quasimodo,Italia,http://commons.wikimedia.org/wiki/Special:FilePath/Salvatore%20Quasimodo%201959.jpg,Modica,+1901-08-20T00:00:00Z,+1968-06-14T00:00:00Z,,"Hermetismo (Literatura)",,"Premio Nobel de Literatura",82641
Samuel Beckett,Samuel Beckett,Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Beckett%2C%20Pic%2C%201.jpg,Dublín,+1906-04-13T00:00:00Z,+1989-12-22T00:00:00Z,"Drama","Nouveau roman","Esperando a Godot, El innombrable, Malone muere, La última cinta de Krapp, Final de partida, Watt, Molloy","Premio Nobel de Literatura, Premio Formentor de las Letras",11006
Samuel Butler,Samuel Butler,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/SamuelErewhonButler.jpg,Nottinghamshire,+1835-12-04T00:00:00Z,+1902-06-18T00:00:00Z,"Utopía",,,,387
Samuel Johnson,Samuel Johnson,Reino de Gran Bretaña,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Johnson%20by%20Joshua%20Reynolds.jpg,Lichfield,+1709-09-18T00:00:00Z,+1784-12-13T00:00:00Z,,,,,28378
Samuel Lillo,Samuel Lillo,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20A%20Lillo.jpg,Lota,+1870-02-13T00:00:00Z,+1958-10-19T00:00:00Z,,,,"Premio Nacional de Literatura",74731
Samuel Pepys,Samuel Pepys,Reino de Inglaterra,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Pepys.jpg,City de Londres,+1633-02-23T00:00:00Z,+1703-05-26T00:00:00Z,,,,"miembro de la Royal Society",43842
Samuel Richardson,Samuel Richardson,Reino de Gran Bretaña,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Richardson%20by%20Joseph%20Highmore.jpg,Derbyshire,+1689-08-19T00:00:00Z,+1761-07-04T00:00:00Z,"Sentimentalismo",,,,1934
Samuel Selvon,Samuel Selvon,Trinidad y Tobago,http://commons.wikimedia.org/wiki/Special:FilePath/Sam%20Selvon%2C%201952%20%28cropped%29.jpg,San Fernando,+1923-05-20T00:00:00Z,+1994-04-16T00:00:00Z,,,,"Beca Guggenheim",41058
Samuel Taylor Coleridge,Samuel Taylor Coleridge,Reino de Gran Bretaña,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Taylor%20Coleridge%20at%20age%2042.jpg,Ottery St. Mary,+1772-10-21T00:00:00Z,+1834-07-25T00:00:00Z,,,"The Rime of the Ancient Mariner, Baladas líricas, Kubla Khan, Christabel","miembro de la Real Sociedad de Literatura",41382
Samuel White Baker,Samuel White Baker,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Sir-Baker.jpg,Londres,+1821-06-08T00:00:00Z,+1893-12-30T00:00:00Z,,,,"Caballero comendador de la Orden del Baño, miembro de la Royal Society",435
San Juan de la Cruz,San Juan de la Cruz,España,http://commons.wikimedia.org/wiki/Special:FilePath/JohnCross.jpg,Fontiveros,+1542-07-04T00:00:00Z,+1591-12-14T00:00:00Z,"Poesía",,"Cantar del alma que se huelga de conocer a Dios por fe, Cántico espiritual",,315
Santiago Arcos,Santiago Arcos,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Santiago%20Arcos.jpg,Santiago,+1822-07-25T00:00:00Z,+1874-09-23T00:00:00Z,,,,,14472
Santiago Rusiñol,Santiago Rusiñol,España,http://commons.wikimedia.org/wiki/Special:FilePath/Santiago%20Rusi%C3%B1ol%2C%20de%20Kaulak.jpg,Barcelona,+1861-01-01T00:00:00Z,+1931-01-01T00:00:00Z,,"Modernismo catalán","La Glorieta (Aranjuez)",,14315
Sarah Orne Jewett,Sarah Orne Jewett,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Sarah%20Orne%20Jewett%207.jpg,York,+1849-09-03T00:00:00Z,+1909-06-24T00:00:00Z,,,"La tierra de los abetos puntiagudos",,1547
Saturnino Calleja,Saturnino Calleja,España,http://commons.wikimedia.org/wiki/Special:FilePath/1890-12-22%2C%20La%20Ilustraci%C3%B3n%20Espa%C3%B1ola%20y%20Americana%2C%20Saturnino%20Calleja%20y%20Fern%C3%A1ndez%20%28cropped%29.jpg,Burgos,+1853-02-11T00:00:00Z,+1915-07-09T00:00:00Z,,,,,3502
Saturnino Esteban Miguel y Collantes,Saturnino Esteban Miguel y Collantes,España,http://commons.wikimedia.org/wiki/Special:FilePath/Conde%20de%20Esteban%20Collantes%2C%20de%20Kaulak.jpg,Madrid,+1847-09-06T00:00:00Z,+1936-11-30T00:00:00Z,,,,"Gran Cruz de la Orden de Carlos III",4663
Saul Bellow,Saul Bellow,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Saul%20Bellow%20%28Herzog%20portrait%29.jpg,Lachine,+1915-06-10T00:00:00Z,+2005-04-05T00:00:00Z,,,"Herzog, Las aventuras de Augie March, Henderson, el rey de la lluvia","Premio O. Henry, Premio Nobel de Literatura, Premio Pulitzer de Ficción, Premio PEN/Malamud, Beca Guggenheim, Medalla Nacional de las Artes, Premio Formentor de las Letras, Premio Nacional del Libro de Ficción, Premio Helmerich, premio literario de la Universidad de San Luis, Oficial de la Legión de Honor",41348
Sebastián Fox Morcillo,Sebastián Fox Morcillo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Fox%20Morcillo%2C%20Sebastian%20%E2%80%93%20De%20regni%20regisquae%20institutione%2C%201566%20%E2%80%93%20BEIC%2013755642.jpg,Sevilla,+1526-01-01T00:00:00Z,+1559-01-01T00:00:00Z,,,,,63355
Sebastián de Covarrubias,Sebastián de Covarrubias,España,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20bautista%20espinosa-retrato%20de%20jurista.jpg,Toledo,+1539-01-01T00:00:00Z,+1613-01-01T00:00:00Z,,,,,21745
Serafín Estébanez Calderón,Serafín Estébanez Calderón,España,http://commons.wikimedia.org/wiki/Special:FilePath/1883%2C%20%C2%ABEl%20Solitario%C2%BB%20y%20su%20tiempo%2C%20biograf%C3%ADa%20de%20D.%20Seraf%C3%ADn%20Est%C3%A9banez%20Calder%C3%B3n%20y%20cr%C3%ADtica%20de%20sus%20obras%2C%20El%20Solitario%2C%20B.%20Maura%20%28cropped%29.jpg,Málaga,+1799-12-27T00:00:00Z,+1867-02-05T00:00:00Z,,"Romanticismo",,,366
Serafín Álvarez Quintero,Serafín Álvarez Quintero,España,http://commons.wikimedia.org/wiki/Special:FilePath/Seraf%C3%ADn%20%C3%81lvarez%20Quintero%20by%20Ram%C3%B3n%20Casas.jpg,Utrera,+1871-03-26T00:00:00Z,+1938-04-12T00:00:00Z,,,,,4227
Servando Teresa de Mier,Servando Teresa de Mier,México,http://commons.wikimedia.org/wiki/Special:FilePath/Frayservando.jpg,Monterrey,+1763-01-01T00:00:00Z,+1827-01-01T00:00:00Z,,,,,22206
Severino Aznar,Severino Aznar,España,http://commons.wikimedia.org/wiki/Special:FilePath/ULL.98.43.11.23.jpg,Tierga,+1870-02-10T00:00:00Z,+1959-11-19T00:00:00Z,,,,"Orden de San Silvestre, Medalla al Mérito en el Trabajo, Gran Cruz de la Orden de Isabel la Católica, Gran Cruz de la Orden Civil de Alfonso X el Sabio",59268
Severo Catalina del Amo,Severo Catalina del Amo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Severo%20catalina.jpg,Cuenca,+1832-01-01T00:00:00Z,+1871-01-01T00:00:00Z,,,,,2330
Severo Sarduy,Severo Sarduy,Francia,http://commons.wikimedia.org/wiki/Special:FilePath/Severo%20Sarduy.jpg,Camagüey,+1937-02-25T00:00:00Z,+1993-06-08T00:00:00Z,,,,"Beca Guggenheim, Premio Médicis extranjero",77136
Sheridan Le Fanu,Sheridan Le Fanu,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Sheridan%20Le%20Fanu%20002.png,Dublín,+1814-08-28T00:00:00Z,+1873-02-07T00:00:00Z,,,,,57801
Sherwood Anderson,Sherwood Anderson,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Sherwood%20Anderson%20%281933%29.jpg,Camden,+1876-09-13T00:00:00Z,+1941-03-08T00:00:00Z,"Poesía, Autobiografía, Novela, Periodismo, Cuento",,"Winesburg, Ohio",,466
Silverio Lanza,Silverio Lanza,España,http://commons.wikimedia.org/wiki/Special:FilePath/Silverio%20Lanza%2C%20Don%20Quijote%2C%2011%20de%20abril%20de%201902%20%28cropped%29.jpg,Madrid,+1856-11-05T00:00:00Z,+1912-04-30T00:00:00Z,"Novela, Cuento",,,,290
Silvina Ocampo,Silvina Ocampo,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/SilvinaOcampo.jpg,Buenos Aires,+1903-07-28T00:00:00Z,+1993-12-14T00:00:00Z,"Poesía, Novela, Cuento",,,"Beca Guggenheim, Premio Konex, Premio de Honor de la SADE, Premio Nacional de Letras de Argentina",14364
Simón Rodríguez,Simón Rodríguez,Venezuela,http://commons.wikimedia.org/wiki/Special:FilePath/Sim%C3%B3n%20Rodr%C3%ADguez%205.jpg,Caracas,+1769-10-28T00:00:00Z,+1853-02-28T00:00:00Z,,,,,36761
Simón de la Rosa y López,Simón de la Rosa y López,España,http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20de%20la%20Rosa.jpg,Jerez de la Frontera,+1846-11-08T00:00:00Z,+1915-02-14T00:00:00Z,,,,,12612
Sinesio Delgado,Sinesio Delgado,España,http://commons.wikimedia.org/wiki/Special:FilePath/Sinesio%20Delgado.%20Velada%20literaria%20en%20%C2%ABBlanco%20y%20Negro%C2%BB%2C%20de%20Franzen%2C%20Blanco%20y%20Negro%2C%2016-02-1901%20%28cropped%29.jpg,Támara de Campos,+1859-12-12T00:00:00Z,+1928-01-13T00:00:00Z,"Poesía, Dramaturgia",,,,7222
Sinibaldo de Mas,Sinibaldo de Mas,España,http://commons.wikimedia.org/wiki/Special:FilePath/Tom%C3%A1s%20moragas-sinibaldo%20de%20mas.jpg,Barcelona,+1809-11-09T00:00:00Z,+1868-01-01T00:00:00Z,,,,,3695
Sofía Casanova,Sofía Casanova,España,http://commons.wikimedia.org/wiki/Special:FilePath/Lo%20eterno.%20Sof%C3%ADa%20Casanova.%20Madrid%2C%201917.%201%C2%AA%20edici%C3%B3n.%20Imprenta%20Prensa%20Popular.%20Director%20Jose%20de%20Urquia.jpg,La Coruña,+1861-09-30T00:00:00Z,+1958-01-16T00:00:00Z,"Poesía, Crónica",,,"Gran Cruz de la Orden Civil de Beneficencia, Gran Cruz de la Orden Civil de Alfonso XII",3400
Soledad Acosta de Samper,Soledad Acosta de Samper,Colombia,http://commons.wikimedia.org/wiki/Special:FilePath/Soledad%20Acosta%20de%20Samper.jpg,Bogotá,+1833-05-05T00:00:00Z,+1913-03-17T00:00:00Z,,,,,3309
Sor Juana Inés de la Cruz,Sor Juana Inés de la Cruz,México,http://commons.wikimedia.org/wiki/Special:FilePath/Sor%20Juana%20In%C3%A9s%20de%20la%20Cruz%2C%201732%20-%20Fray%20Miguel%20de%20Herrera.jpg,Nepantla de Sor Juana Inés de la Cruz,+1651-11-12T00:00:00Z,+1695-04-17T00:00:00Z,"Poesía, Teatro","Barroco","El divino Narciso (auto), Los empeños de una casa, Neptuno alegórico, Primero sueño, Respuesta a Sor Filotea de la Cruz",,61
Stephen Crane,Stephen Crane,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/SCrane2.JPG,Newark,+1871-11-01T00:00:00Z,+1900-06-05T00:00:00Z,,"Realismo literario","El rojo emblema del valor",,11021
